"timestamps","temperatures","humidities"
"2018-06-16 18:36:11.445130",28.100000381469727,43.400001525878906
"2018-06-16 18:36:13.446648",28.100000381469727,43.400001525878906
"2018-06-16 18:36:15.448193",28.100000381469727,43.400001525878906
"2018-06-16 18:36:17.453507",28.100000381469727,43.400001525878906
"2018-06-16 18:36:19.451254",28.100000381469727,43.400001525878906
"2018-06-16 18:36:21.452928",28.100000381469727,43.400001525878906
"2018-06-16 18:36:23.554598",28.100000381469727,43.400001525878906
"2018-06-16 18:36:26.256724",28.100000381469727,43.400001525878906
"2018-06-16 18:36:29.960014",28.100000381469727,43.400001525878906
"2018-06-16 18:36:37.392360",28.100000381469727,43.400001525878906
"2018-06-16 18:36:40.266742",28.0,43.400001525878906
"2018-06-16 18:36:46.572695",28.0,43.29999923706055
"2018-06-16 18:36:53.479049",28.100000381469727,43.400001525878906
"2018-06-16 18:37:00.385681",28.100000381469727,43.400001525878906
"2018-06-16 18:37:07.292137",28.100000381469727,43.5
"2018-06-16 18:37:14.198431",28.100000381469727,43.400001525878906
"2018-06-16 18:37:21.105074",28.200000762939453,43.5
"2018-06-16 18:37:28.011280",28.100000381469727,43.400001525878906
"2018-06-16 18:37:34.917703",28.200000762939453,43.5
"2018-06-16 18:37:41.824225",28.200000762939453,43.5
"2018-06-16 18:37:56.594439",28.200000762939453,43.5
"2018-06-16 18:38:01.597615",28.100000381469727,43.400001525878906
"2018-06-16 18:38:06.602306",28.200000762939453,43.5
"2018-06-16 18:38:08.603711",28.200000762939453,43.5
"2018-06-16 18:38:11.661830",28.200000762939453,43.5
"2018-06-16 18:38:12.201302",28.100000381469727,43.400001525878906
"2018-06-16 18:38:16.729612",28.200000762939453,43.5
"2018-06-16 18:38:19.203466",28.200000762939453,43.5
"2018-06-16 18:38:24.208121",28.200000762939453,43.5
"2018-06-16 18:38:32.388052",28.200000762939453,43.400001525878906
"2018-06-16 18:38:37.388712",28.200000762939453,43.5
"2018-06-16 18:38:40.863664",28.200000762939453,43.5
"2018-06-16 18:38:55.877994",28.299999237060547,43.5
"2018-06-16 18:40:33.164478",28.299999237060547,43.599998474121094
"2018-06-16 18:40:38.167430",28.299999237060547,43.599998474121094
"2018-06-16 18:40:45.290285",28.299999237060547,43.599998474121094
"2018-06-16 18:40:50.293452",28.299999237060547,43.5
"2018-06-16 18:40:55.297912",28.299999237060547,43.599998474121094
"2018-06-16 18:41:00.302414",28.299999237060547,43.599998474121094
"2018-06-16 18:41:05.306393",28.299999237060547,43.70000076293945
"2018-06-16 18:41:10.310827",28.299999237060547,43.79999923706055
"2018-06-16 18:41:15.315421",28.299999237060547,43.900001525878906
"2018-06-16 18:41:20.319918",28.299999237060547,43.900001525878906
"2018-06-16 18:41:25.324655",28.299999237060547,43.900001525878906
"2018-06-16 18:41:53.451560",28.299999237060547,43.79999923706055
"2018-06-16 18:42:03.454504",28.200000762939453,43.70000076293945
"2018-06-16 18:42:13.463849",28.299999237060547,43.79999923706055
